Reporting Area,MMWR Year,MMWR Week,"Salmonella Paratyphi infection§, Current week","Salmonella Paratyphi infection§, Current week, flag","Salmonella Paratyphi infection§, Previous 52 weeks Max†","Salmonella Paratyphi infection§, Previous 52 weeks Max†, flag","Salmonella Paratyphi infection§, Cum 2019†","Salmonella Paratyphi infection§, Cum 2019†, flag","Salmonella Paratyphi infection§, Cum 2018†","Salmonella Paratyphi infection§, Cum 2018†, flag","Salmonella Typhi infection¶, Current week","Salmonella Typhi infection¶, Current week, flag","Salmonella Typhi infection¶,Previous 52 weeks Max†","Salmonella Typhi infection¶,Previous 52 weeks Max†, flag","Salmonella Typhi infection, Cum 2019†","Salmonella Typhi infection, Cum 2019†, flag","Salmonella Typhi infection, Cum 2018†","Salmonella Typhi infection, Cum 2018†, flag","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection)**, Current week","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection)**, Current week, flag","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection)**, Previous 52 weeks Max†","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection)**, Previous 52 weeks Max†, flag","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection**), Cum 2019†","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection**), Cum 2019†, flag","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection**), Cum 2018†","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection**, Cum 2018†, flag",Location 1,Location 2
NEW MEXICO,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,2,,,NC,58,,,NN,"NEW MEXICO
(34.520396, -106.244402)",
U.S. VIRGIN ISLANDS,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"VIRGIN ISLANDS
(18.060868, -64.840836)",
TENNESSEE,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,1,,,NC,50,,,NN,"TENNESSEE
(35.681402, -85.774444)",
WISCONSIN,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WISCONSIN
(44.395526, -89.834513)",
CALIFORNIA,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"CALIFORNIA
(37.640735, -121.002435)",
WASHINGTON,2019,15,,-,,NC,2,,,NN,,-,,NC,,-,,NN,6,,,NC,102,,,NN,"WASHINGTON
(47.517368, -120.467672)",
KANSAS,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"KANSAS
(38.345528, -98.201847)",
NEW YORK,2019,15,,-,,NC,1,,,NN,1,,,NC,9,,,NN,20,,,NC,274,,,NN,"NEW YORK
(42.826892, -75.544286)",
FLORIDA,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"FLORIDA
(28.915325, -81.922409)",
KENTUCKY,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,6,,,NC,28,,,NN,"KENTUCKY
(37.64591, -84.774043)",
INDIANA,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"INDIANA
(39.76845, -86.156212)",
IOWA,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"IOWA
(42.46942, -93.815856)",
IDAHO,2019,15,,-,,NC,2,,,NN,,-,,NC,,-,,NN,1,,,NC,45,,,NN,"IDAHO
(43.680635, -114.364237)",
WEST VIRGINIA,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WEST VIRGINIA
(38.668501, -80.709421)",
WYOMING,2019,15,,-,,NC,1,,,NN,,-,,NC,,-,,NN,,-,,NC,5,,,NN,"WYOMING
(43.23558, -108.110518)",
NEBRASKA,2019,15,,-,,NC,,-,,NN,,-,,NC,1,,,NN,2,,,NC,20,,,NN,"NEBRASKA
(41.640503, -99.367122)",
LOUISIANA,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,8,,,NC,89,,,NN,"LOUISIANA
(31.2931, -92.463284)",
DISTRICT OF COLUMBIA,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,3,,,NN,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
ILLINOIS,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ILLINOIS
(40.477092, -88.993221)",
NEW JERSEY,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NEW JERSEY
(40.104655, -74.386686)",
VERMONT,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,1,,,NC,4,,,NN,"VERMONT
(43.622479, -72.51927)",
HAWAII,2019,15,,-,,NC,,-,,NN,,-,,NC,1,,,NN,,-,,NC,25,,,NN,"HAWAII
(21.30992, -157.858158)",
OHIO,2019,15,,-,,NC,,-,,NN,,-,,NC,1,,,NN,26,,,NC,299,,,NN,"OHIO
(40.056807, -82.405897)",
NEVADA,2019,15,,-,,NC,,-,,NN,,-,,NC,2,,,NN,,-,,NC,29,,,NN,"NEVADA
(39.491833, -117.070159)",
UTAH,2019,15,,-,,NC,,-,,NN,,-,,NC,1,,,NN,,-,,NC,53,,,NN,"UTAH
(39.359772, -111.584173)",
ARKANSAS,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ARKANSAS
(34.748745, -92.275105)",
RHODE ISLAND,2019,15,,-,,NC,1,,,NN,,-,,NC,,-,,NN,1,,,NC,18,,,NN,"RHODE ISLAND
(41.707447, -71.522488)",
MISSOURI,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,15,,,NC,152,,,NN,"MISSOURI
(38.636168, -92.566292)",
GEORGIA,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GEORGIA
(32.836038, -83.631709)",
US RESIDENTS,2019,16,,-,,NC,16,,,NN,3,,,NC,44,,,NN,126,,,NC,2755,,,NN,,US RESIDENTS
NEW ENGLAND,2019,16,,-,,NC,3,,,NN,,-,,NC,7,,,NN,3,,,NC,164,,,NN,,NEW ENGLAND
MIDDLE ATLANTIC,2019,16,,-,,NC,1,,,NN,2,,,NC,11,,,NN,28,,,NC,302,,,NN,MIDDLE ATLANTIC,
NEW YORK CITY,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NEW YORK CITY
EAST NORTH CENTRAL,2019,16,,-,,NC,1,,,NN,,-,,NC,1,,,NN,25,,,NC,322,,,NN,,EAST NORTH CENTRAL
WEST NORTH CENTRAL,2019,16,,-,,NC,,-,,NN,,-,,NC,1,,,NN,19,,,NC,223,,,NN,,WEST NORTH CENTRAL
SOUTH ATLANTIC,2019,16,,-,,NC,5,,,NN,1,,,NC,15,,,NN,20,,,NC,347,,,NN,,SOUTH ATLANTIC
EAST SOUTH CENTRAL,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,3,,,NC,236,,,NN,,EAST SOUTH CENTRAL
WEST SOUTH CENTRAL,2019,16,,-,,NC,1,,,NN,,-,,NC,2,,,NN,8,,,NC,426,,,NN,,WEST SOUTH CENTRAL
MOUNTAIN,2019,16,,-,,NC,3,,,NN,,-,,NC,6,,,NN,14,,,NC,590,,,NN,,MOUNTAIN
PACIFIC,2019,16,,-,,NC,2,,,NN,,-,,NC,1,,,NN,6,,,NC,145,,,NN,,PACIFIC
US TERRITORIES,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,US TERRITORIES
AMERICAN SAMOA,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,AMERICAN SAMOA
NON-US RESIDENTS,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NON-US RESIDENTS
TOTAL,2019,16,,-,,NC,16,,,NN,3,,,NC,44,,,NN,126,,,NC,2755,,,NN,,TOTAL
MONTANA,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,23,,,NN,"MONTANA
(47.062617, -109.430168)",
NEVADA,2019,16,,-,,NC,,-,,NN,,-,,NC,2,,,NN,,-,,NC,29,,,NN,"NEVADA
(39.491833, -117.070159)",
ARKANSAS,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,8,,,NC,13,,,NN,"ARKANSAS
(34.748745, -92.275105)",
UTAH,2019,16,,-,,NC,,-,,NN,,-,,NC,1,,,NN,1,,,NC,66,,,NN,"UTAH
(39.359772, -111.584173)",
CALIFORNIA,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"CALIFORNIA
(37.640735, -121.002435)",
PUERTO RICO,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PUERTO RICO
(18.215692, -66.414655)",
NORTH CAROLINA,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTH CAROLINA
(35.47995, -79.180571)",
WASHINGTON,2019,16,,-,,NC,2,,,NN,,-,,NC,,-,,NN,6,,,NC,120,,,NN,"WASHINGTON
(47.517368, -120.467672)",
MISSISSIPPI,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MISSISSIPPI
(32.738663, -89.537312)",
MAINE,2019,16,,-,,NC,,-,,NN,,-,,NC,1,,,NN,,-,,NC,23,,,NN,"MAINE
(45.252223, -68.986647)",
SOUTH DAKOTA,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,27,,,NN,"SOUTH DAKOTA
(44.35371, -100.373709)",
GEORGIA,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GEORGIA
(32.836038, -83.631709)",
TEXAS,2019,16,,-,,NC,1,,,NN,,-,,NC,2,,,NN,,-,,NC,321,,,NN,"TEXAS
(31.827233, -99.423022)",
HAWAII,2019,16,,-,,NC,,-,,NN,,-,,NC,1,,,NN,,-,,NC,25,,,NN,"HAWAII
(21.30992, -157.858158)",
WEST VIRGINIA,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WEST VIRGINIA
(38.668501, -80.709421)",
DISTRICT OF COLUMBIA,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,3,,,NN,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
IOWA,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"IOWA
(42.46942, -93.815856)",
VIRGINIA,2019,16,,-,,NC,4,,,NN,1,,,NC,6,,,NN,10,,,NC,189,,,NN,"VIRGINIA
(37.542699, -78.45822)",
U.S. VIRGIN ISLANDS,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"VIRGIN ISLANDS
(18.060868, -64.840836)",
PENNSYLVANIA,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PENNSYLVANIA
(40.789676, -77.858055)",
VERMONT,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,4,,,NN,"VERMONT
(43.622479, -72.51927)",
NORTHERN MARIANA ISLANDS,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
INDIANA,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"INDIANA
(39.76845, -86.156212)",
NEBRASKA,2019,16,,-,,NC,,-,,NN,,-,,NC,1,,,NN,2,,,NC,23,,,NN,"NEBRASKA
(41.640503, -99.367122)",
NEW YORK,2019,16,,-,,NC,1,,,NN,2,,,NC,11,,,NN,28,,,NC,302,,,NN,"NEW YORK
(42.826892, -75.544286)",
OKLAHOMA,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"OKLAHOMA
(35.468494, -97.521264)",
ALASKA,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ALASKA
(64.836661, -147.738891)",
NEW MEXICO,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,1,,,NC,60,,,NN,"NEW MEXICO
(34.520396, -106.244402)",
NEW JERSEY,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NEW JERSEY
(40.104655, -74.386686)",
TENNESSEE,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,3,,,NC,79,,,NN,"TENNESSEE
(35.681402, -85.774444)",
LOUISIANA,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,92,,,NN,"LOUISIANA
(31.2931, -92.463284)",
ALABAMA,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,125,,,NN,"ALABAMA
(32.839182, -86.631125)",
MISSOURI,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,17,,,NC,173,,,NN,"MISSOURI
(38.636168, -92.566292)",
RHODE ISLAND,2019,16,,-,,NC,1,,,NN,,-,,NC,,-,,NN,,-,,NC,18,,,NN,"RHODE ISLAND
(41.707447, -71.522488)",
SOUTH CAROLINA,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARIZONA,2019,16,,-,,NC,,-,,NN,,-,,NC,1,,,NN,8,,,NC,210,,,NN,"ARIZONA
(34.869712, -111.760902)",
MASSACHUSETTS,2019,16,,-,,NC,2,,,NN,,-,,NC,3,,,NN,,-,,NC,,-,,NN,"MASSACHUSETTS
(42.268546, -72.085064)",
MINNESOTA,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MINNESOTA
(46.357661, -94.793397)",
IDAHO,2019,16,,-,,NC,2,,,NN,,-,,NC,,-,,NN,,-,,NC,45,,,NN,"IDAHO
(43.680635, -114.364237)",
NORTH DAKOTA,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTH DAKOTA
(47.475879, -100.121011)",
FLORIDA,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"FLORIDA
(28.915325, -81.922409)",
OREGON,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"OREGON
(44.567912, -120.156945)",
WYOMING,2019,16,,-,,NC,1,,,NN,,-,,NC,,-,,NN,,-,,NC,5,,,NN,"WYOMING
(43.23558, -108.110518)",
OHIO,2019,16,,-,,NC,1,,,NN,,-,,NC,1,,,NN,25,,,NC,322,,,NN,"OHIO
(40.056807, -82.405897)",
KENTUCKY,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,32,,,NN,"KENTUCKY
(37.64591, -84.774043)",
MICHIGAN,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MICHIGAN
(44.66399, -84.711206)",
GUAM,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GUAM
(13.3532, 144.653198)",
COLORADO,2019,16,,-,,NC,,-,,NN,,-,,NC,2,,,NN,4,,,NC,152,,,NN,"COLORADO
(38.841772, -106.132562)",
WISCONSIN,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WISCONSIN
(44.395526, -89.834513)",
ILLINOIS,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ILLINOIS
(40.477092, -88.993221)",
MARYLAND,2019,16,,-,,NC,1,,,NN,,-,,NC,9,,,NN,10,,,NC,155,,,NN,"MARYLAND
(39.290443, -76.612333)",
CONNECTICUT,2019,16,,-,,NC,,-,,NN,,-,,NC,3,,,NN,2,,,NC,83,,,NN,"CONNECTICUT
(41.544654, -72.651713)",
NEW HAMPSHIRE,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,1,,,NC,36,,,NN,"NEW HAMPSHIRE
(43.657736, -71.500736)",
KANSAS,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"KANSAS
(38.345528, -98.201847)",
DELAWARE,2019,16,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"DELAWARE
(39.008676, -75.574561)",
VIRGINIA,2019,17,,-,,NC,4,,,NN,,-,,NC,6,,,NN,6,,,NC,197,,,NN,"VIRGINIA
(37.510861, -78.666382)",
MARYLAND,2019,17,1,,,NC,2,,,NN,,-,,NC,9,,,NN,16,,,NC,172,,,NN,"MARYLAND
(38.946466, -76.687282)",
VERMONT,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,1,,,NC,5,,,NN,"VERMONT
(44.075252, -72.662695)",
MONTANA,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,23,,,NN,"MONTANA
(47.033521, -109.645127)",
EAST NORTH CENTRAL,2019,17,,-,,NC,1,,,NN,,-,,NC,1,,,NN,36,,,NC,358,,,NN,,EAST NORTH CENTRAL
NEBRASKA,2019,17,,-,,NC,,-,,NN,,-,,NC,1,,,NN,5,,,NC,29,,,NN,"NEBRASKA
(41.527099, -99.810595)",
US RESIDENTS,2019,17,1,,,NC,20,,,NN,,-,,NC,44,,,NN,162,,,NC,3098,,,NN,,US RESIDENTS
NEW HAMPSHIRE,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,40,,,NN,"NEW HAMPSHIRE
(43.680429, -71.57139)",
NORTH CAROLINA,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,17,,,NN,"NORTH CAROLINA
(35.52603, -79.130883)",
AMERICAN SAMOA,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,AMERICAN SAMOA
MISSISSIPPI,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MISSISSIPPI
(32.713378, -89.65344)",
LOUISIANA,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,11,,,NC,107,,,NN,"LOUISIANA
(30.921314, -91.840238)",
NORTHERN MARIANA ISLANDS,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
WASHINGTON,2019,17,,-,,NC,2,,,NN,,-,,NC,,-,,NN,7,,,NC,142,,,NN,"WASHINGTON
(47.411715, -120.592492)",
HAWAII,2019,17,,-,,NC,,-,,NN,,-,,NC,1,,,NN,,-,,NC,33,,,NN,"HAWAII
(21.361013, -157.854309)",
NEW YORK,2019,17,,-,,NC,1,,,NN,,-,,NC,11,,,NN,19,,,NC,321,,,NN,"NEW YORK
(42.921241, -75.59655)",
GUAM,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GUAM
(13.3532, 144.653198)",
WEST SOUTH CENTRAL,2019,17,,-,,NC,1,,,NN,,-,,NC,2,,,NN,15,,,NC,445,,,NN,,WEST SOUTH CENTRAL
TENNESSEE,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,84,,,NN,"TENNESSEE
(35.842998, -86.343226)",
COLORADO,2019,17,,-,,NC,1,,,NN,,-,,NC,2,,,NN,8,,,NC,167,,,NN,"COLORADO
(38.998552, -105.547832)",
IDAHO,2019,17,,-,,NC,2,,,NN,,-,,NC,,-,,NN,3,,,NC,54,,,NN,"IDAHO
(44.389073, -114.659366)",
PACIFIC,2019,17,,-,,NC,2,,,NN,,-,,NC,1,,,NN,7,,,NC,175,,,NN,,PACIFIC
TEXAS,2019,17,,-,,NC,1,,,NN,,-,,NC,2,,,NN,,-,,NC,321,,,NN,"TEXAS
(31.447238, -99.317341)",
FLORIDA,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"FLORIDA
(28.260731, -82.420978)",
ALASKA,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ALASKA
(63.631126, -151.631889)",
WYOMING,2019,17,,-,,NC,2,,,NN,,-,,NC,,-,,NN,2,,,NC,8,,,NN,"WYOMING
(42.999627, -107.55145)",
MAINE,2019,17,,-,,NC,,-,,NN,,-,,NC,1,,,NN,,-,,NC,23,,,NN,"MAINE
(45.117911, -69.06137)",
U.S. VIRGIN ISLANDS,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"VIRGIN ISLANDS
(18.060868, -64.840836)",
DELAWARE,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"DELAWARE
(38.994926, -75.452394)",
ARIZONA,2019,17,,-,,NC,,-,,NN,,-,,NC,1,,,NN,7,,,NC,221,,,NN,"ARIZONA
(34.293239, -111.664616)",
OKLAHOMA,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"OKLAHOMA
(35.583449, -97.508297)",
SOUTH DAKOTA,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,32,,,NN,"SOUTH DAKOTA
(44.43614, -100.230491)",
NON-US RESIDENTS,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NON-US RESIDENTS
OREGON,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"OREGON
(43.940449, -120.605279)",
IOWA,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"IOWA
(42.074659, -93.500061)",
MICHIGAN,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MICHIGAN
(44.874798, -85.730977)",
CALIFORNIA,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"CALIFORNIA
(37.211164, -119.662127)",
UTAH,2019,17,,-,,NC,,-,,NN,,-,,NC,1,,,NN,3,,,NC,72,,,NN,"UTAH
(39.323779, -111.678222)",
MIDDLE ATLANTIC,2019,17,,-,,NC,1,,,NN,,-,,NC,11,,,NN,19,,,NC,321,,,NN,,MIDDLE ATLANTIC
CONNECTICUT,2019,17,,-,,NC,,-,,NN,,-,,NC,3,,,NN,2,,,NC,93,,,NN,"CONNECTICUT
(41.575155, -72.738288)",
MOUNTAIN,2019,17,,-,,NC,5,,,NN,,-,,NC,6,,,NN,23,,,NC,654,,,NN,,MOUNTAIN
DISTRICT OF COLUMBIA,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,3,,,NN,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
NEVADA,2019,17,,-,,NC,,-,,NN,,-,,NC,2,,,NN,,-,,NC,43,,,NN,"NEVADA
(39.283294, -114.916992)",
WISCONSIN,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WISCONSIN
(44.639954, -89.732969)",
MISSOURI,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,18,,,NC,194,,,NN,"MISSOURI
(38.3675, -92.477244)",
ARKANSAS,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,4,,,NC,17,,,NN,"ARKANSAS
(34.899825, -92.439162)",
PUERTO RICO,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PUERTO RICO
(18.215692, -66.414655)",
OHIO,2019,17,,-,,NC,1,,,NN,,-,,NC,1,,,NN,36,,,NC,358,,,NN,"OHIO
(40.415534, -82.70936)",
MINNESOTA,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MINNESOTA
(46.349153, -94.198308)",
NEW MEXICO,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,66,,,NN,"NEW MEXICO
(34.421369, -106.108388)",
NEW ENGLAND,2019,17,,-,,NC,3,,,NN,,-,,NC,7,,,NN,3,,,NC,179,,,NN,,NEW ENGLAND
KENTUCKY,2019,17,,-,,NC,1,,,NN,,-,,NC,,-,,NN,8,,,NC,50,,,NN,"KENTUCKY
(37.526683, -85.290484)",
SOUTH CAROLINA,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"SOUTH CAROLINA
(33.878572, -80.864614)",
WEST NORTH CENTRAL,2019,17,,-,,NC,,-,,NN,,-,,NC,1,,,NN,23,,,NC,255,,,NN,,WEST NORTH CENTRAL
NEW YORK CITY,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NEW YORK CITY
PENNSYLVANIA,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PENNSYLVANIA
(40.896694, -77.838886)",
INDIANA,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"INDIANA
(39.919991, -86.2818)",
NORTH DAKOTA,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTH DAKOTA
(47.446305, -100.46931)",
SOUTH ATLANTIC,2019,17,1,,,NC,6,,,NN,,-,,NC,15,,,NN,28,,,NC,438,,,NN,,SOUTH ATLANTIC
RHODE ISLAND,2019,17,,-,,NC,1,,,NN,,-,,NC,,-,,NN,,-,,NC,18,,,NN,"RHODE ISLAND
(41.572574, -71.534637)",
MASSACHUSETTS,2019,17,,-,,NC,2,,,NN,,-,,NC,3,,,NN,,-,,NC,,-,,NN,"MASSACHUSETTS
(42.151077, -71.481104)",
ILLINOIS,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ILLINOIS
(40.124144, -89.148632)",
EAST SOUTH CENTRAL,2019,17,,-,,NC,1,,,NN,,-,,NC,,-,,NN,8,,,NC,273,,,NN,,EAST SOUTH CENTRAL
ALABAMA,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,139,,,NN,"ALABAMA
(32.756889, -86.844516)",
KANSAS,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"KANSAS
(38.484729, -98.38018)",
GEORGIA,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,6,,,NC,49,,,NN,"GEORGIA
(32.638481, -83.426574)",
US TERRITORIES,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,US TERRITORIES
TOTAL,2019,17,1,,,NC,20,,,NN,,-,,NC,44,,,NN,162,,,NC,3098,,,NN,,TOTAL
NEW JERSEY,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NEW JERSEY
(40.110253, -74.655514)",
WEST VIRGINIA,2019,17,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WEST VIRGINIA
(38.642579, -80.613729)",
EAST SOUTH CENTRAL,2019,18,,-,,NC,1,,,NN,,-,,NC,3,,,NN,10,,,NC,331,,,NN,,EAST SOUTH CENTRAL
ARKANSAS,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,14,,,NC,31,,,NN,"ARKANSAS
(34.899825, -92.439162)",
